probe	SYMBOL	ENTREZID	Length
ENSG00000115255.10	REEP6	92840	2449
ENSG00000158864.12	NDUFS2	4720	3658
ENSG00000152102.17	FAM168B	130074	5435
ENSG00000101350.7	KIF3B	9371	6103
ENSG00000259479.6	NA	NA	2925
ENSG00000151465.13	CDC123	8872	2404
ENSG00000166747.12	AP1G1	164	10980
ENSG00000122642.10	FKBP9	11328	5170
ENSG00000225733.5	FGD5-AS1	100505641	5131
ENSG00000091656.15	ZFHX4	79776	15687
ENSG00000168137.15	SETD5	55209	10808
ENSG00000125970.11	RALY	22913	7513
ENSG00000116062.14	MSH6	2956	10993
ENSG00000211674.2	NA	NA	127
ENSG00000112514.15	CUTA	51596	1876
ENSG00000210144.1	NA	NA	66
ENSG00000164466.12	SFXN1	94081	7572
ENSG00000143222.11	UFC1	51506	2274
ENSG00000119699.7	TGFB3	7043	4914
ENSG00000135916.15	ITM2C	81618	2611
ENSG00000166734.18	GOLM2	113201	6948
ENSG00000137207.11	YIPF3	25844	3053
ENSG00000198242.13	RPL23A	6147	2824
ENSG00000134339.8	SAA2	6289	2227
ENSG00000176658.16	MYO1D	4642	8188
ENSG00000140740.10	UQCRC2	7385	5217
ENSG00000107290.13	SETX	23064	12140
ENSG00000130589.16	HELZ2	85441	12066
ENSG00000116754.13	SRSF11	9295	8473
ENSG00000116478.11	HDAC1	3065	3963
ENSG00000122641.10	INHBA	3624	8302
ENSG00000023445.13	BIRC3	330	7518
ENSG00000143013.12	LMO4	8543	5833
ENSG00000124226.10	RNF114	55905	4344
ENSG00000086475.14	SEPHS1	22929	3888
ENSG00000078140.13	UBE2K	3093	5245
ENSG00000018408.14	WWTR1	25937	8413
ENSG00000116406.18	EDEM3	80267	7804
ENSG00000187231.13	SESTD1	91404	11349
ENSG00000142599.17	RERE	473	11503
ENSG00000162512.15	SDC3	9672	7067
ENSG00000001617.11	SEMA3F	6405	4826
ENSG00000113575.9	PPP2CA	5515	5661
ENSG00000034677.12	RNF19A	25897	6031
ENSG00000233276.3	GPX1	2876	1425
ENSG00000117479.12	SLC19A2	10560	3671
ENSG00000198700.9	IPO9	55705	11915
ENSG00000124479.8	NDP	4693	1833
ENSG00000103978.15	TMEM87A	25963	5668
ENSG00000124102.4	PI3	5266	577
ENSG00000073111.13	MCM2	4171	4902
ENSG00000109452.12	INPP4B	8821	14153
ENSG00000119285.10	HEATR1	55127	9049
ENSG00000125810.9	CD93	22918	6708
ENSG00000182944.17	EWSR1	2130	10326
ENSG00000184743.12	ATL3	25923	7600
ENSG00000092964.17	DPYSL2	1808	7305
ENSG00000119396.10	RAB14	51552	4304
ENSG00000133030.20	MPRIP	23164	18153
ENSG00000029993.14	HMGB3	3149	3967
ENSG00000111912.19	NCOA7	135112	7820
ENSG00000129636.12	ITFG1	81533	7770
ENSG00000180398.11	MCFD2	90411	5994
ENSG00000196535.15	MYO18A	399687	15047
ENSG00000137845.14	ADAM10	102	16168
ENSG00000171236.9	LRG1	116844	3133
ENSG00000004059.10	ARF5	381	1871
ENSG00000143061.17	IGSF3	3321	7400
ENSG00000153310.19	CYRIB	51571	9132
ENSG00000084623.11	EIF3I	8668	1725
ENSG00000278730.1	NA	NA	2921
ENSG00000265681.7	RPL17	6139	2466
ENSG00000204217.13	BMPR2	659	11900
ENSG00000251039.2	IGKV2D-40	28878	336
ENSG00000164054.15	SHISA5	51246	4664
ENSG00000176978.13	DPP7	29952	2820
ENSG00000131759.17	RARA	5914	4731
ENSG00000133606.10	MKRN1	23608	5869
ENSG00000177700.5	POLR2L	5441	1142
ENSG00000157823.16	AP3S2	10239	9237
ENSG00000241978.9	NA	NA	7862
ENSG00000144567.10	RETREG2	79137	5689
ENSG00000162407.8	PLPP3	8613	5286
ENSG00000108176.14	DNAJC12	56521	2121
ENSG00000101972.18	STAG2	10735	8187
ENSG00000109501.13	WFS1	7466	4513
ENSG00000166224.16	SGPL1	8879	7486
ENSG00000049323.15	LTBP1	4052	7329
ENSG00000230937.11	MIR205HG	642587	3518
ENSG00000134061.5	CD180	4064	5668
ENSG00000196187.11	TMEM63A	9725	10339
ENSG00000166123.13	GPT2	84706	6354
ENSG00000179862.6	CITED4	163732	1316
ENSG00000083312.17	TNPO1	3842	11977
ENSG00000166927.12	MS4A7	58475	4348
ENSG00000284526.1	LOC122455342	122455342	5654
ENSG00000078668.13	VDAC3	7419	3141
ENSG00000171812.12	COL8A2	1296	4670
ENSG00000205531.12	NAP1L4	4676	5200
ENSG00000100280.16	AP1B1	162	6721
ENSG00000133835.14	HSD17B4	3295	8231
ENSG00000182541.17	LIMK2	3985	6170
ENSG00000234741.7	GAS5	60674	3631
ENSG00000205413.7	SAMD9	54809	6855
ENSG00000106571.12	GLI3	2737	9239
ENSG00000218175.2	NA	NA	345
ENSG00000067057.16	PFKP	5214	4836
ENSG00000006282.20	SPATA20	64847	5337
ENSG00000049449.8	RCN1	5954	7225
ENSG00000185122.10	HSF1	3297	5307
ENSG00000118513.18	MYB	4602	5493
ENSG00000123159.15	GIPC1	10755	4440
ENSG00000004142.11	POLDIP2	26073	2121
ENSG00000157600.11	TMEM164	84187	6583
ENSG00000185728.16	YTHDF3	253943	6163
ENSG00000100906.10	NFKBIA	4792	2373
ENSG00000144476.5	ACKR3	57007	2258
ENSG00000141867.17	BRD4	23476	12093
ENSG00000171604.11	CXXC5	51523	3852
ENSG00000079805.16	DNM2	1785	13443
ENSG00000277053.4	NA	NA	7453
ENSG00000116698.21	SMG7	9887	8317
ENSG00000154153.13	RETREG1	54463	4568
ENSG00000164190.17	NIPBL	25836	12529
ENSG00000179101.5	NA	NA	400
ENSG00000173786.16	CNP	1267	7426
ENSG00000087510.6	TFAP2C	7022	3005
ENSG00000169567.11	HINT1	3094	1936
ENSG00000089737.16	DDX24	57062	8636
ENSG00000064042.17	LIMCH1	22998	10862
ENSG00000153071.14	DAB2	1601	7717
ENSG00000171617.13	ENC1	8507	5858
ENSG00000156467.9	UQCRB	7381	9715
ENSG00000171552.12	BCL2L1	598	3314
ENSG00000161999.11	JMJD8	339123	2627
ENSG00000173692.12	PSMD1	5707	5187
ENSG00000168961.16	LGALS9	3965	5714
ENSG00000150403.17	TMCO3	55002	10407
ENSG00000197170.9	PSMD12	5718	5364
ENSG00000211659.2	IGLV3-25	28793	380
ENSG00000125743.10	SNRPD2	6633	1608
ENSG00000015171.19	ZMYND11	10771	5300
ENSG00000135374.9	ELF5	2001	4494
ENSG00000176340.3	COX8A	1351	507
ENSG00000094975.13	SUCO	51430	7894
ENSG00000104765.15	BNIP3L	665	4307
ENSG00000121774.17	KHDRBS1	10657	3588
ENSG00000198087.7	CD2AP	23607	6751
ENSG00000134970.13	TMED7	51014	3894
ENSG00000161249.20	DMKN	93099	7444
ENSG00000038382.18	TRIO	7204	17500
ENSG00000118217.5	ATF6	22926	7890
ENSG00000132716.18	DCAF8	50717	7587
ENSG00000262413.1	NA	NA	762
ENSG00000115935.17	WIPF1	7456	9121
ENSG00000103855.17	CD276	80381	5542
ENSG00000112531.16	QKI	9444	17368
ENSG00000105810.9	CDK6	1021	12260
ENSG00000213722.8	DDAH2	23564	2538
ENSG00000258674.5	NA	NA	1846
ENSG00000155561.14	NUP205	23165	7619
ENSG00000124209.3	RAB22A	57403	9285
ENSG00000156711.16	MAPK13	5603	7197
ENSG00000104853.15	CLPTM1	1209	5229
ENSG00000136295.14	TTYH3	80727	6129
ENSG00000263873.1	NA	NA	632
ENSG00000249353.2	NA	NA	830
ENSG00000170275.14	CRTAP	10491	6695
ENSG00000141568.20	FOXK2	3607	9991
ENSG00000101361.16	NOP56	10528	5398
ENSG00000154556.17	SORBS2	8470	16730
ENSG00000066583.11	ISOC1	51015	1940
ENSG00000168447.10	SCNN1B	6338	3918
ENSG00000142973.13	CYP4B1	1580	3466
ENSG00000164040.16	PGRMC2	10424	4626
ENSG00000126067.11	PSMB2	5690	4843
ENSG00000270547.5	LINC01235	401492	2576
ENSG00000165609.12	NUDT5	11164	4969
ENSG00000183844.16	FAM3B	54097	3599
ENSG00000145113.21	MUC4	4585	21325
ENSG00000105514.7	RAB3D	9545	4417
ENSG00000049283.17	EPN3	55040	4642
ENSG00000174780.15	SRP72	6731	4697
ENSG00000156219.16	ART3	419	3278
ENSG00000101266.17	CSNK2A1	1457	6047
ENSG00000101152.10	DNAJC5	80331	5287
ENSG00000088367.21	EPB41L1	2036	9674
ENSG00000084628.9	NKAIN1	79570	2987
ENSG00000177963.14	RIC8A	60626	6685
ENSG00000196616.13	ADH1B	125	10777
ENSG00000147689.16	FAM83A	84985	6317
ENSG00000113369.8	ARRDC3	57561	4934
ENSG00000213178.3	NA	NA	410
ENSG00000075886.10	TUBA3D	113457	1598
ENSG00000105518.13	TMEM205	374882	1606
ENSG00000270066.3	NA	NA	427
ENSG00000278249.1	SCARNA2	677766	420
ENSG00000104960.15	PTOV1	53635	5962
ENSG00000005007.12	UPF1	5976	8600
ENSG00000135720.12	DYNC1LI2	1783	8278
ENSG00000101310.14	SEC23B	10483	4039
ENSG00000129250.11	KIF1C	10749	8580
ENSG00000139218.17	SCAF11	9169	14035
ENSG00000242574.8	HLA-DMB	3109	4655
ENSG00000089006.16	SNX5	27131	7953
ENSG00000139910.19	NOVA1	4857	10046
ENSG00000148341.17	SH3GLB2	56904	6814
ENSG00000162078.11	ZG16B	124220	2665
ENSG00000173638.18	SLC19A1	6573	9998
ENSG00000071894.16	CPSF1	29894	6072
ENSG00000183044.11	ABAT	18	9744
ENSG00000182795.12	C1orf116	79098	5502
ENSG00000224041.3	IGKV3D-15	28875	396
ENSG00000169738.7	DCXR	51181	1902
ENSG00000141543.9	EIF4A3	9775	4967
ENSG00000172053.17	QARS1	5859	4708
ENSG00000211934.3	IGHV1-2	28474	417
ENSG00000174233.11	ADCY6	112	8410
ENSG00000166888.11	STAT6	6778	7298
ENSG00000067064.10	IDI1	3422	3589
ENSG00000138867.16	GUCD1	83606	4529
ENSG00000124570.17	SERPINB6	5269	4729
ENSG00000063244.12	U2AF2	11338	4115
ENSG00000161547.16	SRSF2	6427	3017
ENSG00000173706.12	HEG1	57493	9925
ENSG00000079819.18	EPB41L2	2037	10320
ENSG00000138413.13	IDH1	3417	4721
ENSG00000227615.1	NA	NA	399
ENSG00000113732.8	ATP6V0E1	8992	1623
ENSG00000186660.14	ZFP91	80829	5220
ENSG00000159069.13	FBXW5	54461	3252
ENSG00000140511.11	HAPLN3	145864	3524
ENSG00000114416.17	FXR1	8087	12054
ENSG00000105669.13	COPE	11316	2885
ENSG00000179023.8	KLHDC7A	127707	5145
ENSG00000171431.3	KRT20	54474	1846
ENSG00000101773.18	RBBP8	5932	5091
ENSG00000115241.10	PPM1G	5496	4092
ENSG00000235687.8	NA	NA	741
ENSG00000132780.16	NASP	4678	8304
ENSG00000166278.14	C2	717	5536
ENSG00000196642.18	RABL6	55684	10178
ENSG00000156113.22	KCNMA1	3778	35644
ENSG00000100146.16	SOX10	6663	3710
ENSG00000109180.14	OCIAD1	54940	4714
ENSG00000134909.18	ARHGAP32	9743	12841
ENSG00000085117.11	CD82	3732	4054
ENSG00000270757.1	HSPE1-MOB4	100529241	890
ENSG00000143368.9	SF3B4	10262	2245
ENSG00000229391.7	NA	NA	1326
ENSG00000164091.11	WDR82	80335	5726
ENSG00000102466.15	FGF14	2259	13759
ENSG00000185641.6	NA	NA	373
ENSG00000121966.6	CXCR4	7852	2224
ENSG00000256870.2	SLC5A8	160728	4178
ENSG00000089248.6	ERP29	10961	3083
ENSG00000090013.9	BLVRB	645	1665
ENSG00000176393.10	RNPEP	6051	3479
ENSG00000185697.16	MYBL1	4603	7239
ENSG00000135486.17	HNRNPA1	3178	5093
ENSG00000071909.18	MYO3B	140469	8236
ENSG00000139842.14	CUL4A	8451	7869
ENSG00000136261.14	BZW2	28969	3662
ENSG00000134291.11	TMEM106C	79022	3475
ENSG00000106333.12	PCOLCE	5118	3532
ENSG00000177034.14	MTX3	345778	7916
ENSG00000149218.4	ENDOD1	23052	4687
ENSG00000149187.17	CELF1	10658	10441
ENSG00000132669.12	RIN2	54453	5053
ENSG00000130779.19	CLIP1	6249	16293
ENSG00000131467.10	PSME3	10197	5152
ENSG00000165671.19	NSD1	64324	15242
ENSG00000166446.14	CDYL2	124359	8557
ENSG00000147872.9	PLIN2	123	5086
ENSG00000237541.3	HLA-DQA1	3117	1524
ENSG00000105968.18	H2AZ2	94239	4749
ENSG00000143624.13	INTS3	65123	10450
ENSG00000131669.9	NINJ1	4814	2648
ENSG00000183291.15	SELENOF	9403	2103
ENSG00000273088.1	NA	NA	753
ENSG00000013275.7	PSMC4	5704	2387
ENSG00000197977.3	ELOVL2	54898	3997
ENSG00000114062.18	UBE3A	7337	12813
ENSG00000108312.14	UBTF	7343	6993
ENSG00000147274.14	RBMX	27316	5882
ENSG00000163125.15	RPRD2	23248	8738
ENSG00000204219.9	TCEA3	6920	3515
ENSG00000178913.7	TAF7	6879	2723
ENSG00000127526.14	SLC35E1	79939	7257
ENSG00000126945.8	HNRNPH2	3188	2223
ENSG00000211962.2	IGHV1-46	28465	655
ENSG00000175324.9	LSM1	27257	1690
ENSG00000168575.9	SLC20A2	6575	6641
ENSG00000131873.5	CHSY1	22856	5555
ENSG00000189241.6	TSPYL1	7259	3326
ENSG00000156642.16	NPTN	27020	4032
ENSG00000172725.13	CORO1B	57175	5327
ENSG00000006210.6	CX3CL1	6376	5983
ENSG00000270800.2	RPS10-NUDT3	100529239	5018
ENSG00000100813.14	ACIN1	22985	9110
ENSG00000125944.18	HNRNPR	10236	8676
ENSG00000156052.10	GNAQ	2776	6629
ENSG00000089057.14	SLC23A2	9962	7515
ENSG00000160714.9	UBE2Q1	55585	4161
ENSG00000156103.15	MMP16	4325	12115
ENSG00000106799.12	TGFBR1	7046	6844
ENSG00000184371.13	CSF1	1435	5418
ENSG00000172216.5	CEBPB	1051	1956
ENSG00000100403.11	ZC3H7B	23264	10525
ENSG00000103196.11	CRISPLD2	83716	7965
ENSG00000139178.10	C1RL	51279	5014
ENSG00000257923.9	CUX1	1523	17788
ENSG00000073350.13	LLGL2	3993	7909
ENSG00000009335.17	UBE3C	9690	9220
ENSG00000180543.4	TSPYL5	85453	4491
ENSG00000180616.8	SSTR2	6752	7852
ENSG00000042445.13	RETSAT	54884	4005
ENSG00000127184.12	COX7C	1350	1993
ENSG00000176105.13	YES1	7525	5100
ENSG00000104687.12	GSR	2936	3237
ENSG00000173020.10	GRK2	156	6665
ENSG00000151929.9	BAG3	9531	2747
ENSG00000051108.14	HERPUD1	9709	5155
ENSG00000113504.20	SLC12A7	10723	5984
ENSG00000125484.11	GTF3C4	9329	9043
ENSG00000155850.7	SLC26A2	1836	8606
ENSG00000108443.13	RPS6KB1	6198	7687
ENSG00000131653.12	TRAF7	84231	4489
ENSG00000107863.17	ARHGAP21	57584	10937
ENSG00000160685.13	ZBTB7B	51043	4303
ENSG00000176014.12	TUBB6	84617	4117
ENSG00000163655.15	GMPS	8833	8885
ENSG00000158615.8	PPP1R15B	84919	5227
ENSG00000203697.11	CAPN8	388743	5192
ENSG00000126261.12	UBA2	10054	4815
ENSG00000169895.5	SYAP1	94056	6418
ENSG00000031698.12	SARS1	6301	3836
ENSG00000196557.12	CACNA1H	8912	8606
ENSG00000116199.11	FAM20B	9917	6039
ENSG00000177733.6	HNRNPA0	10949	8726
ENSG00000033170.16	FUT8	2530	6700
ENSG00000017797.12	RALBP1	10928	8043
ENSG00000129354.11	AP1M2	10053	2214
ENSG00000260836.1	NA	NA	880
ENSG00000171475.13	WIPF2	147179	8123
ENSG00000105647.16	PIK3R2	5296	4524
ENSG00000254726.2	MEX3A	92312	6124
ENSG00000115993.12	TRAK2	66008	7595
ENSG00000258790.1	NA	NA	3857
ENSG00000162599.15	NFIA	4774	10872
ENSG00000270882.2	H4C14	8370	1876
ENSG00000099341.11	PSMD8	5714	3105
ENSG00000163348.3	PYGO2	90780	3630
ENSG00000136731.12	UGGT1	56886	11349
ENSG00000157637.12	SLC38A10	124565	7716
ENSG00000134684.10	YARS1	8565	8212
ENSG00000267748.4	NA	NA	546
ENSG00000155876.5	RRAGA	10670	1589
ENSG00000068078.17	FGFR3	2261	4834
ENSG00000143390.17	RFX5	5993	4586
ENSG00000254692.1	NA	NA	2740
ENSG00000169855.19	ROBO1	6091	10875
ENSG00000005339.14	CREBBP	1387	15492
ENSG00000271303.1	SRXN1	140809	2698
ENSG00000127947.15	PTPN12	5782	5547
ENSG00000090104.11	RGS1	5996	4117
ENSG00000140525.17	FANCI	55215	7766
ENSG00000022840.15	RNF10	9921	5911
ENSG00000100612.13	DHRS7	51635	3248
ENSG00000118564.14	FBXL5	26234	4573
ENSG00000106723.16	SPIN1	10927	4914
ENSG00000159592.10	GPBP1L1	60313	7433
ENSG00000204435.13	CSNK2B	1460	2933
ENSG00000175029.16	CTBP2	1488	10946
ENSG00000127995.16	CASD1	64921	5271
ENSG00000171681.12	ATF7IP	55729	13189
ENSG00000237289.9	CKMT1B	1159	3470
ENSG00000099246.16	RAB18	22931	6223
ENSG00000114354.13	TFG	10342	4994
ENSG00000119333.11	DYNC2I2	89891	2604
ENSG00000120690.15	ELF1	1997	4335
ENSG00000140718.20	FTO	79068	21379
ENSG00000122378.13	PRXL2A	84293	6520
ENSG00000203875.10	SNHG5	387066	2794
ENSG00000198355.4	PIM3	415116	2461
ENSG00000187122.16	SLIT1	6585	9103
ENSG00000148344.10	PTGES	9536	1896
ENSG00000137693.13	YAP1	10413	6296
ENSG00000183741.11	CBX6	23466	8030
ENSG00000072210.18	ALDH3A2	224	6457
ENSG00000094804.9	CDC6	990	5557
ENSG00000270299.1	NA	NA	2714
ENSG00000183723.12	CMTM4	146223	8117
ENSG00000122545.18	SEPTIN7	989	10906
ENSG00000087302.8	RTRAF	51637	8323
ENSG00000169718.17	DUS1L	64118	5999
ENSG00000173933.19	RBM4	5936	4897
ENSG00000023191.16	RNH1	6050	7374
ENSG00000204257.14	HLA-DMA	3108	2534
ENSG00000102879.15	CORO1A	11151	4871
ENSG00000075142.13	SRI	6717	4237
ENSG00000120948.16	TARDBP	23435	6071
ENSG00000112078.13	KCTD20	222658	6239
ENSG00000010256.10	UQCRC1	7384	3236
ENSG00000164237.8	CMBL	134147	3324
ENSG00000213676.10	ATF6B	1388	3660
ENSG00000096063.15	SRPK1	6732	6692
ENSG00000198406.7	NA	NA	826
ENSG00000131446.16	MGAT1	4245	11576
ENSG00000132698.14	RAB25	57111	1699
ENSG00000213326.4	RPS7P11	644315	586
ENSG00000167522.14	ANKRD11	29123	16949
ENSG00000070413.19	DGCR2	9993	5605
ENSG00000172115.8	CYCS	54205	4457
ENSG00000047249.17	ATP6V1H	51606	5090
ENSG00000181704.11	YIPF6	286451	8850
ENSG00000160752.14	FDPS	2224	3718
ENSG00000133678.13	TMEM254	80195	2996
ENSG00000169727.12	GPS1	2873	6155
ENSG00000130724.8	CHMP2A	27243	2129
ENSG00000212664.5	RPL17P39	645296	555
ENSG00000107372.12	ZFAND5	7763	7053
ENSG00000147416.10	ATP6V1B2	526	7816
ENSG00000085224.21	ATRX	546	19302
ENSG00000163956.10	LRPAP1	4043	8724
ENSG00000170581.13	STAT2	6773	6109
ENSG00000272325.1	NUDT3	11165	9905
ENSG00000065613.13	SLK	9748	7974
ENSG00000106003.12	LFNG	3955	3418
ENSG00000105698.15	USF2	7392	4952
ENSG00000049656.13	CLPTM1L	81037	6557
ENSG00000109654.14	TRIM2	23321	9425
ENSG00000142197.12	DOP1B	9980	9030
ENSG00000187942.11	LDLRAD2	401944	4490
ENSG00000008838.19	MED24	9862	6962
ENSG00000116688.16	MFN2	9927	4973
ENSG00000137491.14	SLCO2B1	11309	10351
ENSG00000130706.12	ADRM1	11047	2142
ENSG00000205937.11	RNPS1	10921	8582
ENSG00000110108.9	TMEM109	79073	2421
ENSG00000186298.11	PPP1CC	5501	6906
ENSG00000172893.15	DHCR7	1717	4160
ENSG00000132432.13	SEC61G	23480	1842
ENSG00000118898.15	PPL	5493	7686
ENSG00000136699.19	SMPD4	55627	7375
ENSG00000132274.15	TRIM22	10346	6020
ENSG00000128731.15	HERC2	8924	20027
ENSG00000078808.16	SDF4	51150	4709
ENSG00000133067.17	LGR6	59352	4583
ENSG00000153395.9	LPCAT1	79888	6494
ENSG00000133026.12	MYH10	4628	9011
ENSG00000214223.4	NA	NA	962
ENSG00000115758.12	ODC1	4953	2968
ENSG00000185950.8	IRS2	8660	8138
ENSG00000132530.16	XAF1	54739	6615
ENSG00000139514.12	SLC7A1	6541	7692
ENSG00000154734.14	ADAMTS1	9510	7063
ENSG00000157916.19	RER1	11079	5691
ENSG00000139613.11	SMARCC2	6601	8555
ENSG00000205268.10	PDE7A	5150	7425
ENSG00000135956.8	TMEM127	55654	6367
ENSG00000134108.12	ARL8B	55207	3576
ENSG00000033867.16	SLC4A7	9497	9616
ENSG00000060982.14	BCAT1	586	11775
ENSG00000167470.12	MIDN	90007	4492
ENSG00000059573.8	ALDH18A1	5832	3766
ENSG00000135837.15	CEP350	9857	14301
ENSG00000132825.6	PPP1R3D	5509	3630
ENSG00000182240.15	BACE2	25825	9619
ENSG00000126581.12	BECN1	8678	6414
ENSG00000138069.16	RAB1A	5861	2951
ENSG00000149932.16	TMEM219	124446	2428
ENSG00000143393.16	PI4KB	5298	5456
ENSG00000158373.8	H2BC5	3017	871
ENSG00000088882.7	CPXM1	56265	2391
ENSG00000247627.2	MTND4P12	100293090	1377
ENSG00000196504.15	PRPF40A	55660	9536
ENSG00000108465.14	CDK5RAP3	80279	6070
ENSG00000106609.16	TMEM248	55069	5086
ENSG00000111667.13	USP5	8078	3738
ENSG00000146072.6	TNFRSF21	27242	3595
ENSG00000164764.10	SBSPON	157869	4383
ENSG00000198604.10	BAZ1A	11177	7698
ENSG00000102158.19	MAGT1	84061	4862
ENSG00000163374.19	YY1AP1	55249	5001
ENSG00000196367.12	TRRAP	8295	13218
ENSG00000211956.2	IGHV4-34	28395	400
ENSG00000163463.11	KRTCAP2	200185	3826
ENSG00000161642.17	ZNF385A	25946	3179
ENSG00000047315.15	POLR2B	5431	5901
ENSG00000228278.3	ORM2	5005	760
ENSG00000120733.13	KDM3B	51780	7961
ENSG00000143119.12	CD53	963	2080
ENSG00000101337.15	TM9SF4	9777	5415
ENSG00000224861.1	NA	NA	960
ENSG00000141401.11	IMPA2	3613	3825
ENSG00000164442.9	CITED2	10370	2535
ENSG00000117036.11	ETV3	2117	6707
ENSG00000101346.13	POFUT1	23509	6426
ENSG00000082074.15	FYB1	2533	6100
ENSG00000055070.16	SZRD1	26099	4747
ENSG00000197614.10	MFAP5	8076	3876
ENSG00000161013.16	MGAT4B	11282	5495
ENSG00000167757.13	KLK11	11012	3113
ENSG00000230629.2	RPS23P8	653658	330
ENSG00000132670.20	PTPRA	5786	4469
ENSG00000105707.13	HPN	3249	3380
ENSG00000134986.13	NREP	9315	9337
ENSG00000172493.20	AFF1	4299	10733
ENSG00000179262.9	RAD23A	5886	2449
ENSG00000166006.12	KCNC2	3747	6368
ENSG00000161921.14	CXCL16	58191	2794
ENSG00000138768.14	USO1	8615	4588
ENSG00000102241.11	HTATSF1	27336	3136
ENSG00000141699.10	RETREG3	162427	5145
ENSG00000114631.10	PODXL2	50512	2186
ENSG00000117448.13	AKR1A1	10327	3121
ENSG00000005810.17	MYCBP2	23077	15945
ENSG00000185658.13	BRWD1	54014	19794
ENSG00000108406.9	DHX40	79665	5939
ENSG00000275216.1	NA	NA	4205
ENSG00000106397.11	PLOD3	8985	5671
ENSG00000116044.15	NFE2L2	4780	5979
ENSG00000247556.6	OIP5-AS1	729082	12673
ENSG00000269378.1	NA	NA	609
ENSG00000028528.14	SNX1	6642	9780
ENSG00000174996.11	KLC2	64837	5479
ENSG00000121067.17	SPOP	8405	6380
ENSG00000196154.11	S100A4	6275	1025
ENSG00000163597.14	SNHG16	100507246	5362
ENSG00000129084.17	PSMA1	5682	3301
ENSG00000188783.5	PRELP	5549	5747
ENSG00000102243.12	VGLL1	51442	1541
ENSG00000242372.6	EIF6	3692	1637
ENSG00000066322.14	ELOVL1	64834	2507
ENSG00000151690.14	MFSD6	54842	6031
ENSG00000019186.9	CYP24A1	1591	3972
ENSG00000049860.13	HEXB	3074	5067
ENSG00000177283.7	FZD8	8325	4030
ENSG00000176853.15	FAM91A1	157769	7246
ENSG00000169248.12	CXCL11	6373	1908
ENSG00000178473.6	UCN3	114131	1200
ENSG00000111678.10	C12orf57	113246	1806
ENSG00000126602.10	TRAP1	10131	5227
ENSG00000113407.13	TARS1	6897	5718
ENSG00000279738.1	NA	NA	19416
ENSG00000184897.5	H1-10	8971	1507
ENSG00000129003.15	VPS13C	54832	18992
ENSG00000144802.11	NFKBIZ	64332	5902
ENSG00000221978.11	CCNL2	81669	6850
ENSG00000143641.9	GALNT2	2590	7743
ENSG00000214022.11	REPIN1	29803	4649
ENSG00000154945.6	ANKRD40	91369	4849
ENSG00000167549.18	CORO6	84940	4321
ENSG00000162746.14	FCRLB	127943	2592
ENSG00000125818.17	PSMF1	9491	5296
ENSG00000102699.5	PARP4	143	6080
ENSG00000139318.7	DUSP6	1848	4632
ENSG00000157593.18	SLC35B2	347734	2363
ENSG00000197077.13	KIAA1671	85379	16439
ENSG00000052841.14	TTC17	55761	11284
ENSG00000143502.14	SUSD4	55061	4710
ENSG00000113368.11	LMNB1	4001	3633
ENSG00000050628.20	PTGER3	5733	9653
ENSG00000138698.14	RAP1GDS1	5910	5424
ENSG00000230989.6	HSBP1	3281	9525
ENSG00000111276.10	CDKN1B	1027	2811
ENSG00000179134.15	SAMD4B	55095	8057
ENSG00000083307.10	GRHL2	79977	6060
ENSG00000164307.12	ERAP1	51752	7945
ENSG00000116191.17	RALGPS2	55103	9178
ENSG00000132694.18	ARHGEF11	9826	8950
ENSG00000204386.10	NEU1	4758	4822
ENSG00000008018.8	PSMB1	5689	2256
ENSG00000197448.13	GSTK1	373156	4228
ENSG00000254285.3	KRT8P3	728638	1449
ENSG00000003402.19	CFLAR	8837	22529
ENSG00000249264.1	NA	NA	1383
ENSG00000104976.11	SNAPC2	6618	2000
ENSG00000167863.11	ATP5PD	10476	3231
ENSG00000196482.16	ESRRG	2104	10912
ENSG00000089351.14	GRAMD1A	57655	5942
ENSG00000108592.16	FTSJ3	117246	5212
ENSG00000161202.17	DVL3	1857	6090
ENSG00000010244.18	ZNF207	7756	15834
ENSG00000165458.13	INPPL1	3636	6519
ENSG00000129824.15	RPS4Y1	6192	2275
ENSG00000029363.16	BCLAF1	9774	9533
ENSG00000196227.10	FAM217B	63939	5323
ENSG00000065526.10	SPEN	23013	13294
ENSG00000119777.18	TMEM214	54867	4910
ENSG00000118640.10	VAMP8	8673	990
ENSG00000070018.8	LRP6	4040	10337
ENSG00000166181.12	API5	8539	4651
ENSG00000114439.18	BBX	56987	11877
ENSG00000196372.12	ASB13	79754	3003
ENSG00000099995.18	SF3A1	10291	6329
ENSG00000108883.12	EFTUD2	9343	10375
ENSG00000186350.9	RXRA	6256	11083
ENSG00000188916.8	INSYN2A	642938	4407
ENSG00000184588.17	PDE4B	5142	8644
ENSG00000259948.2	LOC124903574	124903574	678
ENSG00000173064.12	HECTD4	283450	21572
ENSG00000100888.12	CHD8	57680	9781
ENSG00000250264.1	NA	NA	2705
ENSG00000213246.6	SUPT4H1	6827	2079
ENSG00000162735.18	PEX19	5824	4461
ENSG00000198918.7	RPL39	6170	2141
ENSG00000049089.13	COL9A2	1298	4151
ENSG00000038945.14	MSR1	4481	7812
ENSG00000204264.8	PSMB8	5696	2006
ENSG00000161939.19	RNASEK-C17orf49	100529209	1947
ENSG00000271810.5	NA	NA	1078
ENSG00000124659.6	TBCC	6903	1616
