probe	SYMBOL	ENTREZID
ENSG00000053371.12	AKR7A2	8574
ENSG00000053372.4	MRTO4	51154
ENSG00000053438.8	NNAT	4826
ENSG00000053501.12	USE1	55850
ENSG00000053524.12	MCF2L2	23101
ENSG00000053702.14	NRIP2	83714
ENSG00000053747.15	LAMA3	3909
ENSG00000053770.11	AP5M1	55745
ENSG00000053900.10	ANAPC4	29945
ENSG00000053918.15	KCNQ1	3784
ENSG00000054116.11	TRAPPC3	27095
ENSG00000054118.13	THRAP3	9967
ENSG00000054148.17	PHPT1	29085
ENSG00000054179.11	ENTPD2	954
ENSG00000054219.10	LY75	4065
ENSG00000054267.21	ARID4B	51742
ENSG00000054277.13	OPN3	23596
ENSG00000054282.15	SDCCAG8	10806
ENSG00000054356.13	PTPRN	5798
ENSG00000054392.12	HHAT	55733
ENSG00000054523.17	KIF1B	23095
ENSG00000054598.6	FOXC1	2296
ENSG00000054611.13	TBC1D22A	25771
ENSG00000054654.16	SYNE2	23224
ENSG00000054690.13	PLEKHH1	57475
ENSG00000054793.13	ATP9A	10079
ENSG00000054796.12	SPO11	23626
ENSG00000054803.3	CBLN4	140689
ENSG00000054938.15	CHRDL2	25884
ENSG00000054965.10	FAM168A	23201
ENSG00000054967.12	RELT	84957
ENSG00000054983.16	GALC	2581
ENSG00000055044.10	NOP58	51602
ENSG00000055070.16	SZRD1	26099
ENSG00000055118.14	KCNH2	3757
ENSG00000055130.15	CUL1	8454
ENSG00000055147.18	FAM114A2	10827
ENSG00000055163.19	CYFIP2	26999
ENSG00000055208.18	TAB2	23118
ENSG00000055211.12	GINM1	116254
ENSG00000055332.16	EIF2AK2	5610
ENSG00000055483.19	USP36	57602
ENSG00000055609.17	KMT2C	58508
ENSG00000055732.12	MCOLN3	55283
ENSG00000055813.5	CCDC85A	114800
ENSG00000055917.15	PUM2	23369
ENSG00000055950.16	MRPL43	84545
ENSG00000055955.15	ITIH4	3700
ENSG00000055957.10	ITIH1	3697
ENSG00000056050.6	HPF1	54969
ENSG00000056097.15	ZFR	51663
ENSG00000056277.15	ZNF280C	55609
ENSG00000056291.17	NPFFR2	10886
ENSG00000056487.15	PHF21B	112885
ENSG00000056558.10	TRAF1	7185
ENSG00000056586.15	RC3H2	54542
ENSG00000056736.9	IL17RB	55540
ENSG00000056972.18	TRAF3IP2	10758
ENSG00000056998.19	GYG2	8908
ENSG00000057019.15	DCBLD2	131566
ENSG00000057149.15	SERPINB3	6317
ENSG00000057252.12	SOAT1	6646
ENSG00000057294.14	PKP2	5318
ENSG00000057468.6	MSH4	4438
ENSG00000057593.13	F7	2155
ENSG00000057608.16	GDI2	2665
ENSG00000057657.15	PRDM1	639
ENSG00000057663.14	ATG5	9474
ENSG00000057704.12	TMCC3	57458
ENSG00000057757.9	PITHD1	57095
ENSG00000057935.13	MTA3	57504
ENSG00000058056.8	USP13	8975
ENSG00000058063.15	ATP11B	23200
ENSG00000058085.14	LAMC2	3918
ENSG00000058091.16	CDK14	5218
ENSG00000058262.9	SEC61A1	29927
ENSG00000058272.16	PPP1R12A	4659
ENSG00000058335.15	RASGRF1	5923
ENSG00000058404.19	CAMK2B	816
ENSG00000058453.16	CROCC	9696
ENSG00000058600.15	POLR3E	55718
ENSG00000058668.14	ATP2B4	493
ENSG00000058673.16	ZC3H11A	9877
ENSG00000058729.10	RIOK2	55781
ENSG00000058799.14	YIPF1	54432
ENSG00000058804.11	NDC1	55706
ENSG00000058866.14	DGKG	1608
ENSG00000059122.16	FLYWCH1	84256
ENSG00000059145.18	UNKL	64718
ENSG00000059377.16	TBXAS1	6916
ENSG00000059378.12	PARP12	64761
ENSG00000059573.8	ALDH18A1	5832
ENSG00000059588.9	TARBP1	6894
ENSG00000059691.11	GATB	5188
ENSG00000059728.10	MXD1	4084
ENSG00000059758.7	CDK17	5128
ENSG00000059769.19	DNAJC25	548645
ENSG00000059804.15	SLC2A3	6515
ENSG00000059915.16	PSD	5662
ENSG00000060069.16	CTDP1	9150
ENSG00000060138.12	YBX3	8531
ENSG00000060140.8	STYK1	55359
ENSG00000060237.16	WNK1	65125
ENSG00000060339.13	CCAR1	55749
ENSG00000060491.16	OGFR	11054
ENSG00000060558.3	GNA15	2769
ENSG00000060566.13	CREB3L3	84699
ENSG00000060642.10	PIGV	55650
ENSG00000060656.19	PTPRU	10076
ENSG00000060688.12	SNRNP40	9410
ENSG00000060709.14	RIMBP2	23504
ENSG00000060718.20	COL11A1	1301
ENSG00000060749.14	QSER1	79832
ENSG00000060762.18	MPC1	51660
ENSG00000060971.17	ACAA1	30
ENSG00000060982.14	BCAT1	586
ENSG00000061273.17	HDAC7	51564
ENSG00000061337.15	LZTS1	11178
ENSG00000061455.10	PRDM6	93166
ENSG00000061492.11	WNT8A	7478
ENSG00000061656.9	SPAG4	6676
ENSG00000061676.14	NCKAP1	10787
ENSG00000061794.12	MRPS35	60488
ENSG00000061918.12	GUCY1B3	2983
ENSG00000061936.9	SFSWAP	6433
ENSG00000061938.17	TNK2	10188
ENSG00000061987.15	MON2	23041
ENSG00000062038.13	CDH3	1001
ENSG00000062096.14	ARSF	416
ENSG00000062194.15	GPBP1	65056
ENSG00000062282.14	DGAT2	84649
ENSG00000062370.16	ZNF112	7771
ENSG00000062485.18	CS	1431
ENSG00000062524.15	LTK	4058
ENSG00000062582.13	MRPS24	64951
ENSG00000062598.17	ELMO2	63916
ENSG00000062650.18	WAPL	23063
ENSG00000062716.12	VMP1	81671
ENSG00000062725.9	APPBP2	10513
ENSG00000062822.12	POLD1	5424
ENSG00000063015.19	SEZ6	124925
ENSG00000063046.17	EIF4B	1975
ENSG00000063127.15	SLC6A16	28968
ENSG00000063169.10	BICRA	29998
ENSG00000063176.15	SPHK2	56848
ENSG00000063177.12	RPL18	6141
ENSG00000063180.8	CA11	770
ENSG00000063241.7	ISOC2	79763
ENSG00000063244.12	U2AF2	11338
ENSG00000063245.14	EPN1	29924
ENSG00000063322.13	MED29	55588
ENSG00000063438.16	AHRR	57491
ENSG00000063515.2	GSC2	2928
ENSG00000063587.13	ZNF275	10838
ENSG00000063601.16	MTMR1	8776
ENSG00000063660.8	GPC1	2817
ENSG00000063761.15	ADCK1	57143
ENSG00000063854.12	HAGH	3029
ENSG00000063978.15	RNF4	6047
ENSG00000064012.21	CASP8	841
ENSG00000064042.17	LIMCH1	22998
ENSG00000064102.14	INTS13	55726
ENSG00000064115.10	TM7SF3	51768
ENSG00000064195.7	DLX3	1747
ENSG00000064199.6	SPA17	53340
ENSG00000064201.15	TSPAN32	10077
ENSG00000064205.10	WISP2	8839
ENSG00000064218.4	DMRT3	58524
ENSG00000064225.12	ST3GAL6	10402
ENSG00000064270.12	ATP2C2	9914
ENSG00000064300.8	NGFR	4804
ENSG00000064309.14	CDON	50937
ENSG00000064313.11	TAF2	6873
ENSG00000064393.15	HIPK2	28996
ENSG00000064419.13	TNPO3	23534
ENSG00000064489.22	BORCS8-MEF2B	4207
ENSG00000064490.13	RFXANK	8625
ENSG00000064545.14	TMEM161A	54929
ENSG00000064547.13	LPAR2	9170
ENSG00000064601.16	CTSA	5476
ENSG00000064607.16	SUGP2	10147
ENSG00000064651.13	SLC12A2	6558
ENSG00000064652.10	SNX24	28966
ENSG00000064655.18	EYA2	2139
ENSG00000064666.14	CNN2	1265
ENSG00000064687.12	ABCA7	10347
ENSG00000064692.18	SNCAIP	9627
ENSG00000064703.11	DDX20	11218
ENSG00000064726.9	BTBD1	53339
ENSG00000064763.10	FAR2	55711
ENSG00000064787.13	BCAS1	8537
ENSG00000064835.10	POU1F1	5449
ENSG00000064886.13	CHI3L2	1117
ENSG00000064932.15	SBNO2	22904
ENSG00000064933.17	PMS1	5378
ENSG00000064961.18	HMG20B	10362
ENSG00000064989.12	CALCRL	10203
ENSG00000064995.16	TAF11	6882
ENSG00000064999.13	ANKS1A	23294
ENSG00000065000.15	AP3D1	8943
ENSG00000065029.14	ZNF76	7629
ENSG00000065054.13	SLC9A3R2	9351
ENSG00000065057.7	NTHL1	4913
ENSG00000065060.16	UHRF1BP1	54887
ENSG00000065135.10	GNAI3	2773
ENSG00000065150.18	IPO5	3843
ENSG00000065154.11	OAT	4942
ENSG00000065183.15	WDR3	10885
ENSG00000065243.19	PKN2	5586
ENSG00000065268.10	WDR18	57418
ENSG00000065308.4	TRAM2	9697
ENSG00000065320.8	NTN1	9423
ENSG00000065325.12	GLP2R	9340
ENSG00000065328.16	MCM10	55388
ENSG00000065357.19	DGKA	1606
ENSG00000065361.14	ERBB3	2065
ENSG00000065371.17	ROPN1	54763
ENSG00000065413.18	ANKRD44	91526
ENSG00000065427.14	KARS	3735
ENSG00000065457.10	ADAT1	23536
ENSG00000065485.19	PDIA5	10954
ENSG00000065491.8	TBC1D22B	55633
ENSG00000065518.7	NDUFB4	4710
ENSG00000065526.10	SPEN	23013
ENSG00000065534.18	MYLK	4638
ENSG00000065548.17	ZC3H15	55854
ENSG00000065559.14	MAP2K4	6416
ENSG00000065600.12	TMEM206	55248
ENSG00000065609.14	SNAP91	9892
ENSG00000065613.13	SLK	9748
ENSG00000065615.13	CYB5R4	51167
ENSG00000065618.18	COL17A1	1308
ENSG00000065621.14	GSTO2	119391
ENSG00000065665.20	SEC61A2	55176
ENSG00000065675.14	PRKCQ	5588
ENSG00000065717.14	TLE2	7089
ENSG00000065802.11	ASB1	51665
ENSG00000065809.13	FAM107B	83641
ENSG00000065833.8	ME1	4199
ENSG00000065882.15	TBC1D1	23216
ENSG00000065883.14	CDK13	8621
ENSG00000065911.11	MTHFD2	10797
ENSG00000065923.9	SLC9A7	84679
ENSG00000065970.8	FOXJ2	55810
ENSG00000065978.18	YBX1	4904
ENSG00000065989.15	PDE4A	5141
ENSG00000066027.11	PPP2R5A	5525
ENSG00000066032.18	CTNNA2	1496
ENSG00000066044.14	ELAVL1	1994
ENSG00000066056.13	TIE1	7075
ENSG00000066084.12	DIP2B	57609
ENSG00000066117.14	SMARCD1	6602
ENSG00000066135.12	KDM4A	9682
ENSG00000066136.20	NFYC	4802
ENSG00000066185.12	ZMYND12	84217
ENSG00000066230.10	SLC9A3	6550
ENSG00000066248.14	NGEF	25791
ENSG00000066279.17	ASPM	259266
ENSG00000066294.14	CD84	8832
ENSG00000066322.14	ELOVL1	64834
ENSG00000066336.11	SPI1	6688
ENSG00000066379.14	ZNRD1	30834
ENSG00000066382.16	MPPED2	744
ENSG00000066405.12	CLDN18	51208
ENSG00000066422.4	ZBTB11	27107
ENSG00000066427.21	ATXN3	4287
ENSG00000066455.12	GOLGA5	9950
ENSG00000066468.22	FGFR2	2263
ENSG00000066557.5	LRRC40	55631
ENSG00000066583.11	ISOC1	51015
ENSG00000066629.16	EML1	2009
ENSG00000066651.18	TRMT11	60487
ENSG00000066654.13	THUMPD1	55623
ENSG00000066697.14	MSANTD3	91283
ENSG00000066735.14	KIF26A	26153
ENSG00000066739.11	ATG2B	55102
ENSG00000066777.8	ARFGEF1	10565
ENSG00000066813.14	ACSM2B	348158
ENSG00000066827.15	ZFAT	57623
ENSG00000066855.15	MTFR1	9650
ENSG00000066923.17	STAG3	10734
ENSG00000066926.10	FECH	2235
ENSG00000066933.15	MYO9A	4649
ENSG00000067048.16	DDX3Y	8653
ENSG00000067057.16	PFKP	5214
ENSG00000067064.10	IDI1	3422
ENSG00000067066.16	SP100	6672
ENSG00000067082.14	KLF6	1316
ENSG00000067113.16	PLPP1	8611
ENSG00000067141.16	NEO1	4756
ENSG00000067167.7	TRAM1	23471
ENSG00000067177.14	PHKA1	5255
ENSG00000067182.7	TNFRSF1A	7132
ENSG00000067191.15	CACNB1	782
ENSG00000067208.14	EVI5	7813
ENSG00000067221.13	STOML1	9399
ENSG00000067225.17	PKM	5315
ENSG00000067248.9	DHX29	54505
ENSG00000067334.13	DNTTIP2	30836
ENSG00000067365.14	METTL22	79091
ENSG00000067369.13	TP53BP1	7158
ENSG00000067445.20	TRO	7216
ENSG00000067533.5	RRP15	51018
ENSG00000067560.10	RHOA	387
ENSG00000067596.10	DHX8	1659
ENSG00000067606.16	PRKCZ	5590
ENSG00000067646.11	ZFY	7544
ENSG00000067704.9	IARS2	55699
ENSG00000067715.13	SYT1	6857
ENSG00000067798.14	NAV3	89795
ENSG00000067829.18	IDH3G	3421
ENSG00000067836.12	ROGDI	79641
ENSG00000067840.12	PDZD4	57595
ENSG00000067842.17	ATP2B3	492
ENSG00000067900.7	ROCK1	6093
ENSG00000067955.13	CBFB	865
ENSG00000067992.12	PDK3	5165
ENSG00000068001.13	HYAL2	8692
ENSG00000068024.16	HDAC4	9759
ENSG00000068028.17	RASSF1	11186
ENSG00000068078.17	FGFR3	2261
ENSG00000068079.7	IFI35	3430
ENSG00000068097.14	HEATR6	63897
ENSG00000068120.14	COASY	80347
ENSG00000068137.14	PLEKHH3	79990
ENSG00000068305.17	MEF2A	4205
ENSG00000068308.13	OTUD5	55593
ENSG00000068323.16	TFE3	7030
ENSG00000068354.15	TBC1D25	4943
ENSG00000068366.19	ACSL4	2182
ENSG00000068383.18	INPP5A	3632
ENSG00000068394.10	GPKOW	27238
ENSG00000068400.13	GRIPAP1	56850
ENSG00000068438.14	FTSJ1	24140
ENSG00000068489.12	PRR11	55771
ENSG00000068615.17	REEP1	65055
ENSG00000068650.18	ATP11A	23250
ENSG00000068654.15	POLR1A	NA
ENSG00000068697.6	LAPTM4A	9741
ENSG00000068724.15	TTC7A	57217
ENSG00000068745.14	IP6K2	51447
ENSG00000068781.21	STON1-GTF2A1L	286749
ENSG00000068784.12	SRBD1	55133
ENSG00000068796.16	KIF2A	3796
ENSG00000068831.18	RASGRP2	10235
ENSG00000068878.14	PSME4	23198
ENSG00000068885.14	IFT80	57560
ENSG00000068903.19	SIRT2	22933
ENSG00000068912.13	ERLEC1	27248
ENSG00000068971.13	PPP2R5B	5526
ENSG00000068976.13	PYGM	5837
ENSG00000068985.4	PAGE1	8712
ENSG00000069011.15	PITX1	5307
ENSG00000069018.17	TRPC7	57113
ENSG00000069020.18	MAST4	375449
ENSG00000069122.18	ADGRF5	221395
ENSG00000069188.16	SDK2	54549
ENSG00000069206.15	ADAM7	8756
ENSG00000069248.11	NUP133	55746
ENSG00000069275.12	NUCKS1	64710
ENSG00000069329.16	VPS35	55737
ENSG00000069345.11	DNAJA2	10294
ENSG00000069399.14	BCL3	602
ENSG00000069424.14	KCNAB2	8514
ENSG00000069431.11	ABCC9	10060
ENSG00000069482.6	GAL	51083
ENSG00000069493.14	CLEC2D	29121
ENSG00000069509.5	FUNDC1	139341
ENSG00000069535.13	MAOB	4129
ENSG00000069667.15	RORA	6095
ENSG00000069696.6	DRD4	1815
ENSG00000069702.10	TGFBR3	7049
ENSG00000069712.12	KIAA1107	23285
ENSG00000069764.9	PLA2G10	8399
ENSG00000069812.11	HES2	54626
ENSG00000069849.10	ATP1B3	483
ENSG00000069869.15	NEDD4	4734
ENSG00000069943.9	PIGB	9488
ENSG00000069956.11	MAPK6	5597
ENSG00000069966.18	GNB5	10681
ENSG00000069974.15	RAB27A	5873
ENSG00000069998.12	HDHD5	27440
ENSG00000070010.18	UFD1	7353
ENSG00000070018.8	LRP6	4040
ENSG00000070019.4	GUCY2C	2984
ENSG00000070031.3	SCT	6343
ENSG00000070047.11	PHRF1	57661
ENSG00000070061.14	ELP1	8518
ENSG00000070081.15	NUCB2	4925
ENSG00000070087.13	PFN2	5217
ENSG00000070159.13	PTPN3	5774
ENSG00000070182.19	SPTB	6710
ENSG00000070190.12	DAPP1	27071
ENSG00000070193.4	FGF10	2255
ENSG00000070214.15	SLC44A1	23446
ENSG00000070269.13	TMEM260	54916
ENSG00000070366.13	SMG6	23293
ENSG00000070367.15	EXOC5	10640
ENSG00000070371.15	CLTCL1	8218
ENSG00000070388.11	FGF22	27006
ENSG00000070404.9	FSTL3	10272
ENSG00000070413.19	DGCR2	9993
ENSG00000070423.17	RNF126	55658
ENSG00000070444.14	MNT	4335
ENSG00000070476.14	ZXDC	79364
ENSG00000070495.14	JMJD6	23210
ENSG00000070501.11	POLB	5423
ENSG00000070526.14	ST6GALNAC1	55808
ENSG00000070540.12	WIPI1	55062
ENSG00000070601.9	FRMPD1	22844
ENSG00000070610.14	GBA2	57704
ENSG00000070614.14	NDST1	3340
ENSG00000070669.16	ASNS	440
ENSG00000070718.11	AP3M2	10947
ENSG00000070729.13	CNGB1	1258
ENSG00000070731.10	ST6GALNAC2	10610
ENSG00000070748.18	CHAT	1103
ENSG00000070756.15	PABPC1	26986
ENSG00000070759.16	TESK2	10420
ENSG00000070761.7	CFAP20	29105
ENSG00000070770.8	CSNK2A2	1459
ENSG00000070778.12	PTPN21	11099
ENSG00000070785.16	EIF2B3	8891
ENSG00000070808.15	CAMK2A	815
ENSG00000070814.17	TCOF1	6949
ENSG00000070831.15	CDC42	998
ENSG00000070882.12	OSBPL3	26031
ENSG00000070886.11	EPHA8	2046
ENSG00000070915.9	SLC12A3	6559
ENSG00000070950.9	RAD18	56852
ENSG00000070961.15	ATP2B1	490
ENSG00000070985.13	TRPM5	29850
ENSG00000071051.13	NCK2	8440
ENSG00000071054.16	MAP4K4	9448
ENSG00000071073.12	MGAT4A	11320
ENSG00000071082.10	RPL31	6160
ENSG00000071127.16	WDR1	9948
ENSG00000071189.21	SNX13	23161
ENSG00000071203.9	MS4A12	54860
ENSG00000071205.11	ARHGAP10	79658
ENSG00000071242.11	RPS6KA2	6196
ENSG00000071243.15	ING3	54556
ENSG00000071246.10	VASH1	22846
ENSG00000071282.11	LMCD1	29995
ENSG00000071462.11	BUD23	114049
ENSG00000071537.13	SEL1L	6400
ENSG00000071539.13	TRIP13	9319
ENSG00000071553.16	ATP6AP1	537
ENSG00000071564.14	TCF3	6929
ENSG00000071575.11	TRIB2	28951
ENSG00000071626.16	DAZAP1	26528
ENSG00000071655.17	MBD3	53615
ENSG00000071677.1	PRLH	51052
ENSG00000071794.15	HLTF	6596
ENSG00000071859.14	FAM50A	9130
ENSG00000071889.16	FAM3A	60343
ENSG00000071894.16	CPSF1	29894
ENSG00000071909.18	MYO3B	140469
ENSG00000071967.11	CYBRD1	79901
ENSG00000071991.8	CDH19	28513
ENSG00000071994.10	PDCD2	5134
ENSG00000072041.16	SLC6A15	55117
ENSG00000072042.12	RDH11	51109
ENSG00000072062.13	PRKACA	5566
ENSG00000072071.16	ADGRL1	22859
ENSG00000072080.10	SPP2	6694
ENSG00000072110.13	ACTN1	87
ENSG00000072121.15	ZFYVE26	23503
ENSG00000072133.10	RPS6KA6	27330
ENSG00000072134.15	EPN2	22905
ENSG00000072135.12	PTPN18	26469
ENSG00000072163.19	LIMS2	55679
ENSG00000072182.12	ASIC4	55515
ENSG00000072195.14	SPEG	10290
ENSG00000072201.13	LNX1	84708
ENSG00000072210.18	ALDH3A2	224
ENSG00000072274.12	TFRC	7037
ENSG00000072310.16	SREBF1	6720
ENSG00000072315.3	TRPC5	7224
ENSG00000072364.12	AFF4	27125
ENSG00000072401.14	UBE2D1	7321
ENSG00000072415.8	MPP5	64398
ENSG00000072422.16	RHOBTB1	9886
ENSG00000072501.17	SMC1A	8243
ENSG00000072506.12	HSD17B10	3028
ENSG00000072518.20	MARK2	2011
ENSG00000072571.19	HMMR	3161
ENSG00000072609.17	CHFR	55743
ENSG00000072657.8	TRHDE	29953
ENSG00000072682.18	P4HA2	8974
ENSG00000072694.20	FCGR2B	2213
ENSG00000072736.18	NFATC3	4775
ENSG00000072756.16	TRNT1	51095
ENSG00000072778.19	ACADVL	37
ENSG00000072786.12	STK10	6793
ENSG00000072803.17	FBXW11	23291
ENSG00000072818.11	ACAP1	9744
ENSG00000072832.14	CRMP1	1400
ENSG00000072840.12	EVC	2121
ENSG00000072849.10	DERL2	51009
ENSG00000072858.10	SIDT1	54847
ENSG00000072864.14	NDE1	54820
ENSG00000072952.18	MRVI1	10335
ENSG00000072954.6	TMEM38A	79041
ENSG00000072958.8	AP1M1	8907
ENSG00000073008.14	PVR	5817
ENSG00000073050.11	XRCC1	NA
ENSG00000073060.15	SCARB1	949
ENSG00000073067.13	CYP2W1	54905
ENSG00000073111.13	MCM2	4171
ENSG00000073146.15	MOV10L1	54456
ENSG00000073150.13	PANX2	56666
ENSG00000073169.13	SELENOO	83642
ENSG00000073282.12	TP63	8626
ENSG00000073331.17	ALPK1	80216
ENSG00000073350.13	LLGL2	3993
ENSG00000073417.14	PDE8A	5151
ENSG00000073464.11	CLCN4	1183
ENSG00000073536.17	NLE1	54475
ENSG00000073578.16	SDHA	6389
ENSG00000073584.18	SMARCE1	6605
ENSG00000073598.5	FNDC8	54752
ENSG00000073605.18	GSDMB	55876
ENSG00000073614.12	KDM5A	5927
ENSG00000073670.13	ADAM11	4185
ENSG00000073711.10	PPP2R3A	5523
ENSG00000073712.14	FERMT2	10979
ENSG00000073734.8	ABCB11	8647
ENSG00000073737.16	DHRS9	10170
ENSG00000073754.5	CD5L	922
ENSG00000073756.11	PTGS2	5743
ENSG00000073792.15	IGF2BP2	10644
ENSG00000073803.13	MAP3K13	9175
ENSG00000073849.14	ST6GAL1	6480
ENSG00000073861.2	TBX21	30009
ENSG00000073910.20	FRY	10129
ENSG00000073921.17	PICALM	8301
ENSG00000073969.18	NSF	4905
ENSG00000074047.21	GLI2	2736
ENSG00000074054.17	CLASP1	23332
ENSG00000074071.14	MRPS34	65993
ENSG00000074181.8	NOTCH3	4854
ENSG00000074201.8	CLNS1A	1207
ENSG00000074211.13	PPP2R2C	5522
ENSG00000074219.13	TEAD2	8463
ENSG00000074266.19	EED	8726
ENSG00000074276.10	CDHR2	54825
ENSG00000074317.10	SNCB	6620
ENSG00000074319.12	TSG101	7251
ENSG00000074356.16	NCBP3	55421
ENSG00000074370.17	ATP2A3	489
ENSG00000074410.13	CA12	771
ENSG00000074416.13	MGLL	11343
ENSG00000074527.11	NTN4	59277
ENSG00000074582.12	BCS1L	617
ENSG00000074590.13	NUAK1	9891
ENSG00000074603.18	DPP8	54878
ENSG00000074621.13	SLC24A1	9187
ENSG00000074657.13	ZNF532	55205
ENSG00000074660.15	SCARF1	8578
ENSG00000074695.5	LMAN1	3998
ENSG00000074696.12	HACD3	51495
ENSG00000074706.13	IPCEF1	26034
ENSG00000074755.14	ZZEF1	23140
ENSG00000074771.3	NOX3	50508
ENSG00000074800.13	ENO1	2023
ENSG00000074803.17	SLC12A1	6557
ENSG00000074842.7	MYDGF	56005
ENSG00000074855.10	ANO8	57719
ENSG00000074935.13	TUBE1	51175
ENSG00000074964.16	ARHGEF10L	55160
ENSG00000074966.10	TXK	7294
ENSG00000075035.9	WSCD2	9671
ENSG00000075043.18	KCNQ2	3785
ENSG00000075073.14	TACR2	6865
ENSG00000075089.9	ACTR6	64431
ENSG00000075131.9	TIPIN	54962
ENSG00000075142.13	SRI	6717
ENSG00000075151.20	EIF4G3	8672
ENSG00000075188.8	NUP37	79023
ENSG00000075213.10	SEMA3A	10371
ENSG00000075218.18	GTSE1	51512
ENSG00000075223.13	SEMA3C	10512
ENSG00000075234.16	TTC38	55020
ENSG00000075239.13	ACAT1	38
ENSG00000075240.16	GRAMD4	23151
ENSG00000075275.16	CELSR1	9620
ENSG00000075290.7	WNT8B	7479
ENSG00000075292.18	ZNF638	27332
ENSG00000075303.12	SLC25A40	55972
ENSG00000075336.11	TIMM21	29090
ENSG00000075340.22	ADD2	119
ENSG00000075388.3	FGF4	2249
ENSG00000075391.16	RASAL2	9462
ENSG00000075399.13	VPS9D1	9605
ENSG00000075407.18	ZNF37A	7587
ENSG00000075413.17	MARK3	4140
ENSG00000075415.12	SLC25A3	5250
ENSG00000075420.12	FNDC3B	64778
ENSG00000075426.11	FOSL2	2355
ENSG00000075429.8	CACNG5	27091
ENSG00000075461.5	CACNG4	27092
ENSG00000075539.14	FRYL	285527
ENSG00000075568.16	TMEM131	23505
ENSG00000075618.17	FSCN1	6624
ENSG00000075624.13	ACTB	60
ENSG00000075643.5	MOCOS	55034
ENSG00000075651.15	PLD1	5337
ENSG00000075673.11	ATP12A	479
ENSG00000075702.16	WDR62	284403
ENSG00000075711.20	DLG1	1739
ENSG00000075785.12	RAB7A	7879
ENSG00000075790.10	BCAP29	55973
ENSG00000075826.16	SEC31B	25956
ENSG00000075856.11	SART3	9733
ENSG00000075884.13	ARHGAP15	55843
ENSG00000075886.10	TUBA3D	113457
ENSG00000075891.21	PAX2	5076
ENSG00000075914.12	EXOSC7	23016
ENSG00000075945.12	KIFAP3	22920
ENSG00000075975.15	MKRN2	23609
ENSG00000076003.4	MCM6	4175
ENSG00000076043.9	REXO2	25996
ENSG00000076053.10	RBM7	10179
ENSG00000076067.12	RBMS2	5939
ENSG00000076108.11	BAZ2A	11176
ENSG00000076201.14	PTPN23	25930
ENSG00000076242.14	MLH1	4292
ENSG00000076248.10	UNG	7374
ENSG00000076258.9	FMO4	2329
ENSG00000076321.10	KLHL20	27252
ENSG00000076344.15	RGS11	8786
ENSG00000076351.12	SLC46A1	113235
ENSG00000076356.6	PLXNA2	5362
ENSG00000076382.16	SPAG5	10615
ENSG00000076513.16	ANKRD13A	88455
ENSG00000076554.15	TPD52	7163
ENSG00000076555.15	ACACB	32
ENSG00000076604.14	TRAF4	9618
ENSG00000076641.4	PAG1	55824
ENSG00000076650.6	GPATCH1	55094
ENSG00000076662.9	ICAM3	3385
ENSG00000076685.18	NT5C2	22978
ENSG00000076706.16	MCAM	4162
ENSG00000076716.8	GPC4	2239
ENSG00000076770.14	MBNL3	55796
ENSG00000076826.9	CAMSAP3	57662
ENSG00000076864.19	RAP1GAP	5909
ENSG00000076924.11	XAB2	56949
ENSG00000076928.17	ARHGEF1	9138
ENSG00000076944.15	STXBP2	6813
ENSG00000076984.17	MAP2K7	5609
ENSG00000077009.13	NMRK2	27231
ENSG00000077044.10	DGKD	8527
ENSG00000077063.10	CTTNBP2	83992
ENSG00000077080.9	ACTL6B	51412
ENSG00000077092.18	RARB	5915
ENSG00000077097.15	TOP2B	7155
ENSG00000077147.14	TM9SF3	56889
ENSG00000077150.18	NFKB2	4791
ENSG00000077152.9	UBE2T	29089
ENSG00000077157.21	PPP1R12B	4660
ENSG00000077232.17	DNAJC10	54431
ENSG00000077235.17	GTF3C1	2975
ENSG00000077238.13	IL4R	3566
ENSG00000077254.14	USP33	23032
ENSG00000077264.14	PAK3	5063
ENSG00000077274.8	CAPN6	827
ENSG00000077279.18	DCX	1641
ENSG00000077312.8	SNRPA	6626
ENSG00000077327.15	SPAG6	9576
ENSG00000077348.8	EXOSC5	56915
ENSG00000077380.15	DYNC1I2	1781
ENSG00000077420.15	APBB1IP	54518
ENSG00000077454.15	LRCH4	4034
ENSG00000077458.12	FAM76B	143684
ENSG00000077463.14	SIRT6	51548
ENSG00000077498.8	TYR	7299
ENSG00000077514.8	POLD3	10714
ENSG00000077522.12	ACTN2	88
ENSG00000077549.17	CAPZB	832
ENSG00000077585.13	GPR137B	7107
ENSG00000077616.10	NAALAD2	10003
ENSG00000077684.15	JADE1	79960
ENSG00000077713.18	SLC25A43	203427
ENSG00000077721.15	UBE2A	7319
ENSG00000077782.19	FGFR1	2260
ENSG00000077800.11	FKBP6	8468
ENSG00000077935.16	SMC1B	27127
ENSG00000077942.18	FBLN1	2192
ENSG00000077943.7	ITGA8	8516
ENSG00000077984.5	CST7	8530
ENSG00000078018.19	MAP2	4133
ENSG00000078043.15	PIAS2	9063
ENSG00000078053.16	AMPH	273
ENSG00000078061.12	ARAF	369
ENSG00000078070.12	MCCC1	56922
ENSG00000078081.7	LAMP3	27074
ENSG00000078098.13	FAP	2191
ENSG00000078114.18	NEBL	10529
ENSG00000078124.11	ACER3	55331
ENSG00000078140.13	UBE2K	3093
ENSG00000078142.12	PIK3C3	5289
ENSG00000078177.13	N4BP2	55728
